StudyName,Include,Design,IndependentVariable,IndependentType,DependentVariable,DependentType,DependentSubType,LinkType,TotalSampleSize,InterventionDuration,ExperimentalGroup,ExperimentalGroupN,ExperimentalGroup2,ExperimentalGroup2N,ExperimentalGroup3,ExperimentalGroup3N,ControlGroup,ControlGroupN,MeanAge,PercFemale,AgeGroup,CognitiveStatus,BMIBaseline,SessionAdherence,TestType,TestTypeSub,FitnessMeasure,ChangeinFM,ChangeinFMStandardized,InterventionIntensity,ConversionToNorton2010,ConversionToGarber2011,IntensityAdherence,SessionsPerWeek,DurationInMinutes,WeeklyMinutes,TrueInterventionToincreaseFitness?,Notes,refID
Hildreth2015,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Category,NA,Null,66.0,24.0,Aerobic,17.0,Pioglitazone,25.0,NA,NaN,NoContact,25.0,65.0,53.03,Older,MCI,29.0,86.6,TreadmillModifiedBalke,Max,V02Peak,0.2,0.1,80-85%HrMax,Vigorous,Vigorous,HrMonitorSupervised,3.0,60.0,180.0,Yes,"RAVLT Composite    Glucose disposal rate, mg/kg/min HbA1c,% - Balke modified protocol - high adherence to exercise sessions, low attrition.",
Hildreth2015,Y,Intervention,AerobicTraining,Activity,Stroop,NA,NA,Null,66.0,24.0,Aerobic,17.0,Pioglitazone,25.0,NA,NaN,NoContact,25.0,65.0,53.03,Older,MCI,29.0,86.6,TreadmillModifiedBalke,Max,V02Peak,0.2,0.1,80-85%HrMax,Vigorous,Vigorous,HrMonitorSupervised,3.0,60.0,180.0,Yes,"RAVLT Composite    Glucose disposal rate, mg/kg/min HbA1c,% - Balke modified protocol - high adherence to exercise sessions, low attrition.",
Hildreth2015,Y,Intervention,AerobicTraining,Activity,TrailMaking,NA,NA,Null,66.0,24.0,Aerobic,17.0,Pioglitazone,25.0,NA,NaN,NoContact,25.0,65.0,53.03,Older,MCI,29.0,86.6,TreadmillModifiedBalke,Max,V02Peak,0.2,0.1,80-85%HrMax,Vigorous,Vigorous,HrMonitorSupervised,3.0,60.0,180.0,Yes,"RAVLT Composite    Glucose disposal rate, mg/kg/min HbA1c,% - Balke modified protocol - high adherence to exercise sessions, low attrition.",
Hildreth2015,Y,Intervention,AerobicTraining,Activity,DigitSpan,backward,NA,Null,66.0,24.0,Aerobic,17.0,Pioglitazone,25.0,NA,NaN,NoContact,25.0,65.0,53.03,Older,MCI,29.0,86.6,TreadmillModifiedBalke,Max,V02Peak,0.2,0.1,80-85%HrMax,Vigorous,Vigorous,HrMonitorSupervised,3.0,60.0,180.0,Yes,"RAVLT Composite    Glucose disposal rate, mg/kg/min HbA1c,% - Balke modified protocol - high adherence to exercise sessions, low attrition.",
Hotting2012,Y,Intervention,AerobicTraining,Activity,VerbalPairedAssociates,NA,NA,Positive,68.0,24.0,Aerobic,36.0,Stretching,32.0,NA,NaN,NoContact,18.0,48.13,66.0,Middle,CognitivelyNormal,26.98,80.0,CyclingMaxTest,Max,V02Peak,4.23,0.1495,85%Aerobic-AnaerobicThreshold,Moderate-Vigorous,Moderate-Vigorous,HrMonitorSupervised,2.0,60.0,120.0,Yes,28.3 v02 peak at baseline for cycling group 32.53 after - only 1.6 sessions per week for 24 weeks. Goal 2x week. V02 15%,10.1037/a0025371
Hotting2012,Y,Intervention,AerobicTraining,Activity,Stroop,NA,NA,Null,68.0,24.0,Aerobic,36.0,Stretching,32.0,NA,NaN,NoContact,18.0,48.13,66.0,Middle,CognitivelyNormal,26.98,80.0,CyclingMaxTest,Max,V02Peak,4.23,0.1495,85%Aerobic-AnaerobicThreshold,Moderate-Vigorous,Moderate-Vigorous,HrMonitorSupervised,2.0,60.0,120.0,Yes,28.3 v02 peak at baseline for cycling group 32.53 after - only 1.6 sessions per week for 24 weeks. Goal 2x week. V02 15%,10.1037/a0025371
Klusmann2010,Y,Intervention,AerobicTraining,Activity,LogicalMemory,Immediate,NA,Positive,230.0,24.0,Aerobic,80.0,Computer,81.0,NA,NaN,NoContact,69.0,73.6,100.0,Older,CognitivelyNormal,NaN,NaN,NA,NA,6minWalk,NaN,NaN,NA,NA,NA,NA,3.0,90.0,270.0,UnclearNoData,6 min walking test was fitness measure,10.1093/gerona/glq053
Klusmann2010,Y,Intervention,AerobicTraining,Activity,LogicalMemory,Delayed,NA,Positive,230.0,24.0,Aerobic,80.0,Computer,81.0,NA,NaN,NoContact,69.0,73.6,100.0,Older,CognitivelyNormal,NaN,NaN,NA,NA,6minWalk,NaN,NaN,NA,NA,NA,NA,3.0,90.0,270.0,UnclearNoData,6 min walking test was fitness measure,10.1093/gerona/glq053
Klusmann2010,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Category,Animal,Null,230.0,24.0,Aerobic,80.0,Computer,81.0,NA,NaN,NoContact,69.0,73.6,100.0,Older,CognitivelyNormal,NaN,NaN,NA,NA,6minWalk,NaN,NaN,NA,NA,NA,NA,3.0,90.0,270.0,UnclearNoData,6 min walking test was fitness measure,10.1093/gerona/glq053
Klusmann2010,Y,Intervention,AerobicTraining,Activity,TrailMaking,B,AdjustedFromTrailA,Positive,230.0,24.0,Aerobic,80.0,Computer,81.0,NA,NaN,NoContact,69.0,73.6,100.0,Older,CognitivelyNormal,NaN,NaN,NA,NA,6minWalk,NaN,NaN,NA,NA,NA,NA,3.0,90.0,270.0,UnclearNoData,6 min walking test was fitness measure,10.1093/gerona/glq053
Klusmann2010,Y,Intervention,AerobicTraining,Activity,Stroop,NA,NA,Null,230.0,24.0,Aerobic,80.0,Computer,81.0,NA,NaN,NoContact,69.0,73.6,100.0,Older,CognitivelyNormal,NaN,NaN,NA,NA,6minWalk,NaN,NaN,NA,NA,NA,NA,3.0,90.0,270.0,UnclearNoData,6 min walking test was fitness measure,10.1093/gerona/glq053
Kramer2002,Y,Intervention,AerobicTraining,Activity,RAVLT,Immediate,NA,Null,124.0,24.0,Aerobic,58.0,NA,NaN,NA,NaN,Stretch,60.0,67.3,73.39,Older,CognitivelyNormal,NaN,NaN,TreadmillModifiedBalke,Max,V02Max,5.10%,0.051,65-70%V02Max,Vigorous,Vigorous,NA,3.0,40.0,120.0,Yes,21.5 vO2 max to 22.6 - presumably high adherence,1576/a3ffdd41b55ce1f3047363afcdfcf27dbaf2
Kramer2002,Y,Intervention,AerobicTraining,Activity,RAVLT,Delayed,NA,Null,124.0,24.0,Aerobic,58.0,NA,NaN,NA,NaN,Stretch,60.0,67.3,73.39,Older,CognitivelyNormal,NaN,NaN,TreadmillModifiedBalke,Max,V02Max,5.10%,0.051,65-70%V02Max,Vigorous,Vigorous,NA,3.0,40.0,120.0,Yes,21.5 vO2 max to 22.6 - presumably high adherence,1576/a3ffdd41b55ce1f3047363afcdfcf27dbaf2
Kramer2002,Y,Intervention,AerobicTraining,Activity,RAVLT,Recognition,NA,Positive,124.0,24.0,Aerobic,58.0,NA,NaN,NA,NaN,Stretch,60.0,67.3,73.39,Older,CognitivelyNormal,NaN,NaN,TreadmillModifiedBalke,Max,V02Max,5.10%,0.051,65-70%V02Max,Vigorous,Vigorous,NA,3.0,40.0,120.0,Yes,21.5 vO2 max to 22.6 - presumably high adherence,1576/a3ffdd41b55ce1f3047363afcdfcf27dbaf2
Kramer2002,Y,Intervention,AerobicTraining,Activity,Nback,Verbal,NA,Null,124.0,24.0,Aerobic,58.0,NA,NaN,NA,NaN,Stretch,60.0,67.3,73.39,Older,CognitivelyNormal,NaN,NaN,TreadmillModifiedBalke,Max,V02Max,5.10%,0.051,65-70%V02Max,Vigorous,Vigorous,NA,3.0,40.0,120.0,Yes,21.5 vO2 max to 22.6 - presumably high adherence,1576/a3ffdd41b55ce1f3047363afcdfcf27dbaf2
Kramer2002,Y,Intervention,AerobicTraining,Activity,Nback,Spatial,NA,Null,124.0,24.0,Aerobic,58.0,NA,NaN,NA,NaN,Stretch,60.0,67.3,73.39,Older,CognitivelyNormal,NaN,NaN,TreadmillModifiedBalke,Max,V02Max,5.10%,0.051,65-70%V02Max,Vigorous,Vigorous,NA,3.0,40.0,120.0,Yes,21.5 vO2 max to 22.6 - presumably high adherence,1576/a3ffdd41b55ce1f3047363afcdfcf27dbaf2
Kramer2002,Y,Intervention,AerobicTraining,Activity,DigitSpan,forward,NA,Null,124.0,24.0,Aerobic,58.0,NA,NaN,NA,NaN,Stretch,60.0,67.3,73.39,Older,CognitivelyNormal,NaN,NaN,TreadmillModifiedBalke,Max,V02Max,5.10%,0.051,65-70%V02Max,Vigorous,Vigorous,NA,3.0,40.0,120.0,Yes,21.5 vO2 max to 22.6 - presumably high adherence,1576/a3ffdd41b55ce1f3047363afcdfcf27dbaf2
Kramer2002,Y,Intervention,AerobicTraining,Activity,DigitSpan,backward,NA,Null,124.0,24.0,Aerobic,58.0,NA,NaN,NA,NaN,Stretch,60.0,67.3,73.39,Older,CognitivelyNormal,NaN,NaN,TreadmillModifiedBalke,Max,V02Max,5.10%,0.051,65-70%V02Max,Vigorous,Vigorous,NA,3.0,40.0,120.0,Yes,21.5 vO2 max to 22.6 - presumably high adherence,1576/a3ffdd41b55ce1f3047363afcdfcf27dbaf2
Kramer2002,Y,Intervention,AerobicTraining,Activity,Flanker,NA,NA,Positive,124.0,24.0,Aerobic,58.0,NA,NaN,NA,NaN,Stretch,60.0,67.3,73.39,Older,CognitivelyNormal,NaN,NaN,TreadmillModifiedBalke,Max,V02Max,5.10%,0.051,65-70%V02Max,Vigorous,Vigorous,NA,3.0,40.0,120.0,Yes,21.5 vO2 max to 22.6 - presumably high adherence,1576/a3ffdd41b55ce1f3047363afcdfcf27dbaf2
Kramer2002,Y,Intervention,AerobicTraining,Activity,Task-switching,NA,NA,Positive,124.0,24.0,Aerobic,58.0,NA,NaN,NA,NaN,Stretch,60.0,67.3,73.39,Older,CognitivelyNormal,NaN,NaN,TreadmillModifiedBalke,Max,V02Max,5.10%,0.051,65-70%V02Max,Vigorous,Vigorous,NA,3.0,40.0,120.0,Yes,21.5 vO2 max to 22.6 - presumably high adherence,1576/a3ffdd41b55ce1f3047363afcdfcf27dbaf2
Lautenschlager2008,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Letter,NA,Null,138.0,24.0,Aerobic,69.0,NA,NaN,NA,NaN,Educational,69.0,68.7,45.65,Older,CognitivelyNormal,NaN,NaN,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,3.0,50.0,150.0,No,"APOE4.. Analysis at 18 month follow up, physical activity intervention told to increase if active or do 150 min.",10.1001/jama.300.9.1027
Law2014,Y,Intervention,AerobicTraining,Activity,ListLearning,Immediate,CVVLT,Positive,83.0,24.0,Aerobic,43.0,NA,NaN,NA,NaN,Cognitive,40.0,73.8,60.24,Older,MCI,NaN,NaN,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,1.3,50.0,65.0,No,"FCTsimvs cognitive training, only 13 sessions over 10 weeks. Presumably high adherence",10.1093/ageing/afu055
Law2014,Y,Intervention,AerobicTraining,Activity,ListLearning,Delayed,CVVLT,Positive,83.0,24.0,Aerobic,43.0,NA,NaN,NA,NaN,Cognitive,40.0,73.8,60.24,Older,MCI,NaN,NaN,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,1.3,50.0,65.0,No,"FCTsimvs cognitive training, only 13 sessions over 10 weeks. Presumably high adherence",10.1093/ageing/afu055
Law2014,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Category,NA,Positive,83.0,24.0,Aerobic,43.0,NA,NaN,NA,NaN,Cognitive,40.0,73.8,60.24,Older,MCI,NaN,NaN,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,1.3,50.0,65.0,No,"FCTsimvs cognitive training, only 13 sessions over 10 weeks. Presumably high adherence",10.1093/ageing/afu055
Law2014,Y,Intervention,AerobicTraining,Activity,TrailMaking,B,NA,Positive,83.0,24.0,Aerobic,43.0,NA,NaN,NA,NaN,Cognitive,40.0,73.8,60.24,Older,MCI,NaN,NaN,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,1.3,50.0,65.0,No,"FCTsimvs cognitive training, only 13 sessions over 10 weeks. Presumably high adherence",10.1093/ageing/afu055
Law2014,Y,Intervention,AerobicTraining,Activity,TrailMaking,A,NA,Null,83.0,24.0,Aerobic,43.0,NA,NaN,NA,NaN,Cognitive,40.0,73.8,60.24,Older,MCI,NaN,NaN,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,1.3,50.0,65.0,No,"FCTsimvs cognitive training, only 13 sessions over 10 weeks. Presumably high adherence",10.1093/ageing/afu055
Ruscheweyh2011,Y,Intervention,AerobicTraining,Activity,AVLT,NA,German,Positive,62.0,24.0,Aerobic,20.0,Stretching,21.0,NA,NaN,Nointervention,21.0,60.2,69.35,Older,CognitivelyNormal,28.5,94.0,CyclingMaxTest,Estimate,ErgometerStressTest,NaN,NaN,50-60%MaxExertion,Moderate,Moderate,Supervised-Pulse,3.0,50.0,150.0,Yes,"50-72 age range - ""nordic walking - using handpoles and 50-60% of maximal exertion"".. Did both 1st trial and delayed recall, lumpd together into one score? Assuming delayed…dopamine, epeinephrine, BDNF, strucutral imaging. Did lactate step test to determine lactate threshold, increased walking speed until over 2mmol/l. Nordic walking 7 on MET. Adherence had to be > than 80%. 141 minutes / 150 minutes for 3 sessions = 94%. Didnt do a post ergometerstresstest. Also reported their estimate in max wattage. used digitspan for screening as part of neuropsych battery",10.1016/j.neurobiolaging.2009.08.001
Ruscheweyh2011,Y,Intervention,AerobicTraining,Activity,LeftPrefrontalVolume,Volume,NA,Positive,62.0,24.0,Aerobic,20.0,Stretching,21.0,NA,NaN,Nointervention,21.0,60.2,69.35,Older,CognitivelyNormal,28.5,94.0,CyclingMaxTest,Estimate,ErgometerStressTest,NaN,NaN,50-60%MaxExertion,Moderate,Moderate,Supervised-Pulse,3.0,50.0,150.0,Yes,"50-72 age range - ""nordic walking - using handpoles and 50-60% of maximal exertion"".. Did both 1st trial and delayed recall, lumpd together into one score? Assuming delayed…dopamine, epeinephrine, BDNF, strucutral imaging. Did lactate step test to determine lactate threshold, increased walking speed until over 2mmol/l. Nordic walking 7 on MET. Adherence had to be > than 80%. 141 minutes / 150 minutes for 3 sessions = 94%. Didnt do a post ergometerstresstest. Also reported their estimate in max wattage. used digitspan for screening as part of neuropsych battery",10.1016/j.neurobiolaging.2009.08.001
Ruscheweyh2011,Y,Intervention,AerobicTraining,Activity,LeftCingulateVolume,Volume,NA,Positive,62.0,24.0,Aerobic,20.0,Stretching,21.0,NA,NaN,Nointervention,21.0,60.2,69.35,Older,CognitivelyNormal,28.5,94.0,CyclingMaxTest,Estimate,ErgometerStressTest,NaN,NaN,50-60%MaxExertion,Moderate,Moderate,Supervised-Pulse,3.0,50.0,150.0,Yes,"50-72 age range - ""nordic walking - using handpoles and 50-60% of maximal exertion"".. Did both 1st trial and delayed recall, lumpd together into one score? Assuming delayed…dopamine, epeinephrine, BDNF, strucutral imaging. Did lactate step test to determine lactate threshold, increased walking speed until over 2mmol/l. Nordic walking 7 on MET. Adherence had to be > than 80%. 141 minutes / 150 minutes for 3 sessions = 94%. Didnt do a post ergometerstresstest. Also reported their estimate in max wattage. used digitspan for screening as part of neuropsych battery",10.1016/j.neurobiolaging.2009.08.001
Ruscheweyh2011,Y,Intervention,AerobicTraining,Activity,BDNF,NA,NA,Null,62.0,24.0,Aerobic,20.0,Stretching,21.0,NA,NaN,Nointervention,21.0,60.2,69.35,Older,CognitivelyNormal,28.5,94.0,CyclingMaxTest,Estimate,ErgometerStressTest,NaN,NaN,50-60%MaxExertion,Moderate,Moderate,Supervised-Pulse,3.0,50.0,150.0,Yes,"50-72 age range - ""nordic walking - using handpoles and 50-60% of maximal exertion"".. Did both 1st trial and delayed recall, lumpd together into one score? Assuming delayed…dopamine, epeinephrine, BDNF, strucutral imaging. Did lactate step test to determine lactate threshold, increased walking speed until over 2mmol/l. Nordic walking 7 on MET. Adherence had to be > than 80%. 141 minutes / 150 minutes for 3 sessions = 94%. Didnt do a post ergometerstresstest. Also reported their estimate in max wattage. used digitspan for screening as part of neuropsych battery",10.1016/j.neurobiolaging.2009.08.001
Ruscheweyh2011,Y,Intervention,AerobicTraining,Activity,Dopamine,NA,NA,Positive,62.0,24.0,Aerobic,20.0,Stretching,21.0,NA,NaN,Nointervention,21.0,60.2,69.35,Older,CognitivelyNormal,28.5,94.0,CyclingMaxTest,Estimate,ErgometerStressTest,NaN,NaN,50-60%MaxExertion,Moderate,Moderate,Supervised-Pulse,3.0,50.0,150.0,Yes,"50-72 age range - ""nordic walking - using handpoles and 50-60% of maximal exertion"".. Did both 1st trial and delayed recall, lumpd together into one score? Assuming delayed…dopamine, epeinephrine, BDNF, strucutral imaging. Did lactate step test to determine lactate threshold, increased walking speed until over 2mmol/l. Nordic walking 7 on MET. Adherence had to be > than 80%. 141 minutes / 150 minutes for 3 sessions = 94%. Didnt do a post ergometerstresstest. Also reported their estimate in max wattage. used digitspan for screening as part of neuropsych battery",10.1016/j.neurobiolaging.2009.08.001
Suzuki2013,Y,Intervention,MulticomponentTraining,Activity,LogicalMemory,Immediate,WMS-III,Null,92.0,24.0,Multicomponent,47.0,NA,NaN,NA,NaN,Educational,45.0,75.4,49.0,Older,MCI,NaN,85.9,Age,Calculated,NA,NaN,NaN,60%HrMax,Moderate,Light,Supervised-Pulse,1.54,90.0,138.6,UnclearNoData,"Subgroup analysis of amnesia MCI that they found results in, but not for the larger sample… include?  Unclear if it sthe same 50 people from suzuki 2012 but seems to be. 1543 patients eligible in both...T-cho (total cholesterol), HbA1c (hemoglobin), BDNF, VEGF receptor 1, MTA-ERC - medial temporal lobe including entorhinal cortex. Likely used age predicted heart rate max, but doesn't seem to be reported how they calculate dintensity. 80 sessions over 12 months, 2 days per week",10.1371/journal.pone.0061483
Suzuki2013,Y,Intervention,MulticomponentTraining,Activity,LogicalMemory,Delayed,WMS-III,Null,92.0,24.0,Multicomponent,47.0,NA,NaN,NA,NaN,Educational,45.0,75.4,49.0,Older,MCI,NaN,85.9,Age,Calculated,NA,NaN,NaN,60%HrMax,Moderate,Light,Supervised-Pulse,1.54,90.0,138.6,UnclearNoData,"Subgroup analysis of amnesia MCI that they found results in, but not for the larger sample… include?  Unclear if it sthe same 50 people from suzuki 2012 but seems to be. 1543 patients eligible in both...T-cho (total cholesterol), HbA1c (hemoglobin), BDNF, VEGF receptor 1, MTA-ERC - medial temporal lobe including entorhinal cortex. Likely used age predicted heart rate max, but doesn't seem to be reported how they calculate dintensity.",10.1371/journal.pone.0061483
Suzuki2013,Y,Intervention,MulticomponentTraining,Activity,Medialtemporallobe,Volume,NA,Null,92.0,24.0,Multicomponent,47.0,NA,NaN,NA,NaN,Educational,45.0,75.4,49.0,Older,MCI,NaN,85.9,Age,Calculated,NA,NaN,NaN,60%HrMax,Moderate,Light,Supervised-Pulse,1.54,90.0,138.6,UnclearNoData,"Subgroup analysis of amnesia MCI that they found results in, but not for the larger sample… include?  Unclear if it sthe same 50 people from suzuki 2012 but seems to be. 1543 patients eligible in both...T-cho (total cholesterol), HbA1c (hemoglobin), BDNF, VEGF receptor 1, MTA-ERC - medial temporal lobe including entorhinal cortex. Likely used age predicted heart rate max, but doesn't seem to be reported how they calculate dintensity.",10.1371/journal.pone.0061483
Suzuki2013,Y,Intervention,MulticomponentTraining,Activity,EntorhinalCortex,Volume,NA,Null,92.0,24.0,Multicomponent,47.0,NA,NaN,NA,NaN,Educational,45.0,75.4,49.0,Older,MCI,NaN,85.9,Age,Calculated,NA,NaN,NaN,60%HrMax,Moderate,Light,Supervised-Pulse,1.54,90.0,138.6,UnclearNoData,"Subgroup analysis of amnesia MCI that they found results in, but not for the larger sample… include?  Unclear if it sthe same 50 people from suzuki 2012 but seems to be. 1543 patients eligible in both...T-cho (total cholesterol), HbA1c (hemoglobin), BDNF, VEGF receptor 1, MTA-ERC - medial temporal lobe including entorhinal cortex. Likely used age predicted heart rate max, but doesn't seem to be reported how they calculate dintensity.",10.1371/journal.pone.0061483
Suzuki2013,Y,Intervention,MulticomponentTraining,Activity,GrayMatter,Volume,NA,Null,92.0,24.0,Multicomponent,47.0,NA,NaN,NA,NaN,Educational,45.0,75.4,49.0,Older,MCI,NaN,85.9,Age,Calculated,NA,NaN,NaN,60%HrMax,Moderate,Light,Supervised-Pulse,1.54,90.0,138.6,UnclearNoData,"Subgroup analysis of amnesia MCI that they found results in, but not for the larger sample… include?  Unclear if it sthe same 50 people from suzuki 2012 but seems to be. 1543 patients eligible in both...T-cho (total cholesterol), HbA1c (hemoglobin), BDNF, VEGF receptor 1, MTA-ERC - medial temporal lobe including entorhinal cortex. Likely used age predicted heart rate max, but doesn't seem to be reported how they calculate dintensity.",10.1371/journal.pone.0061483
Suzuki2013,Y,Intervention,BDNF,Biomarker,LogicalMemory,Immediate,WMS-III,Null,92.0,24.0,Multicomponent,47.0,NA,NaN,NA,NaN,Educational,45.0,75.4,49.0,Older,MCI,NaN,85.9,Age,Calculated,NA,NaN,NaN,60%HrMax,Moderate,Light,Supervised-Pulse,1.54,90.0,138.6,UnclearNoData,"Subgroup analysis of amnesia MCI that they found results in, but not for the larger sample… include?  Unclear if it sthe same 50 people from suzuki 2012 but seems to be. 1543 patients eligible in both...T-cho (total cholesterol), HbA1c (hemoglobin), BDNF, VEGF receptor 1, MTA-ERC - medial temporal lobe including entorhinal cortex. Likely used age predicted heart rate max, but doesn't seem to be reported how they calculate dintensity.",10.1371/journal.pone.0061483
Suzuki2013,Y,Intervention,BDNF,Biomarker,LogicalMemory,Delayed,WMS-III,Null,92.0,24.0,Multicomponent,47.0,NA,NaN,NA,NaN,Educational,45.0,75.4,49.0,Older,MCI,NaN,85.9,Age,Calculated,NA,NaN,NaN,60%HrMax,Moderate,Light,Supervised-Pulse,1.54,90.0,138.6,UnclearNoData,"Subgroup analysis of amnesia MCI that they found results in, but not for the larger sample… include?  Unclear if it sthe same 50 people from suzuki 2012 but seems to be. 1543 patients eligible in both...T-cho (total cholesterol), HbA1c (hemoglobin), BDNF, VEGF receptor 1, MTA-ERC - medial temporal lobe including entorhinal cortex. Likely used age predicted heart rate max, but doesn't seem to be reported how they calculate dintensity.",10.1371/journal.pone.0061483
Suzuki2013,Y,Intervention,VEGFR1,Biomarker,LogicalMemory,Immediate,WMS-III,Null,92.0,24.0,Multicomponent,47.0,NA,NaN,NA,NaN,Educational,45.0,75.4,49.0,Older,MCI,NaN,85.9,Age,Calculated,NA,NaN,NaN,60%HrMax,Moderate,Light,Supervised-Pulse,1.54,90.0,138.6,UnclearNoData,"Subgroup analysis of amnesia MCI that they found results in, but not for the larger sample… include?  Unclear if it sthe same 50 people from suzuki 2012 but seems to be. 1543 patients eligible in both...T-cho (total cholesterol), HbA1c (hemoglobin), BDNF, VEGF receptor 1, MTA-ERC - medial temporal lobe including entorhinal cortex. Likely used age predicted heart rate max, but doesn't seem to be reported how they calculate dintensity.",10.1371/journal.pone.0061483
Suzuki2013,Y,Intervention,VEGFR1,Biomarker,LogicalMemory,Delayed,WMS-III,Null,92.0,24.0,Multicomponent,47.0,NA,NaN,NA,NaN,Educational,45.0,75.4,49.0,Older,MCI,NaN,85.9,Age,Calculated,NA,NaN,NaN,60%HrMax,Moderate,Light,Supervised-Pulse,1.54,90.0,138.6,UnclearNoData,"Subgroup analysis of amnesia MCI that they found results in, but not for the larger sample… include?  Unclear if it sthe same 50 people from suzuki 2012 but seems to be. 1543 patients eligible in both...T-cho (total cholesterol), HbA1c (hemoglobin), BDNF, VEGF receptor 1, MTA-ERC - medial temporal lobe including entorhinal cortex. Likely used age predicted heart rate max, but doesn't seem to be reported how they calculate dintensity.",10.1371/journal.pone.0061483
Ferreira2015,Y,Intervention,AerobicTraining,Activity,LogicalMemory,Immediate,NA,Null,68.0,24.0,Aerobic,22.0,Breathing,24.0,NA,NaN,Social,22.0,66.2,68.18,Older,CognitivelyNormal,NaN,NaN,NA,NA,NA,NaN,NaN,60-80%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,3.0,50.0,150.0,Yes,"Rate rate max = 220-age, heart rate reserve = hrmax - hrrest, Heart rate reserve calculation = Intensity = % of target intensity (HRmax - HRrest) + HRrest",10.2147/CIA.S79560
Ferreira2015,Y,Intervention,AerobicTraining,Activity,LogicalMemory,Delayed,NA,Null,68.0,24.0,Aerobic,22.0,Breathing,24.0,NA,NaN,Social,22.0,66.2,68.18,Older,CognitivelyNormal,NaN,NaN,NA,NA,NA,NaN,NaN,60-80%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,3.0,50.0,150.0,Yes,"Rate rate max = 220-age, heart rate reserve = hrmax - hrrest, Heart rate reserve calculation = Intensity = % of target intensity (HRmax - HRrest) + HRrest",10.2147/CIA.S79560
Ferreira2015,Y,Intervention,AerobicTraining,Activity,DigitSpan,forward,NA,Null,68.0,24.0,Aerobic,22.0,Breathing,24.0,NA,NaN,Social,22.0,66.2,68.18,Older,CognitivelyNormal,NaN,NaN,NA,NA,NA,NaN,NaN,60-80%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,3.0,50.0,150.0,Yes,"Rate rate max = 220-age, heart rate reserve = hrmax - hrrest, Heart rate reserve calculation = Intensity = % of target intensity (HRmax - HRrest) + HRrest",10.2147/CIA.S79560
Ferreira2015,Y,Intervention,AerobicTraining,Activity,DigitSpan,backward,NA,Positive,68.0,24.0,Aerobic,22.0,Breathing,24.0,NA,NaN,Social,22.0,66.2,68.18,Older,CognitivelyNormal,NaN,NaN,NA,NA,NA,NaN,NaN,60-80%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,3.0,50.0,150.0,Yes,"Rate rate max = 220-age, heart rate reserve = hrmax - hrrest, Heart rate reserve calculation = Intensity = % of target intensity (HRmax - HRrest) + HRrest",10.2147/CIA.S79560
Nguyen2012,Y,Intervention,TaiChi,Activity,TrailMaking,A,NA,Positive,96.0,24.0,TaiChi,48.0,NA,NaN,NA,NaN,Nointervention,48.0,68.9,50.0,Older,CognitivelyNormal,24.14,NaN,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,2.0,60.0,120.0,UnclearNoData,NA,10.2147/CIA.S32600
Nguyen2012,Y,Intervention,TaiChi,Activity,TrailMaking,B,NA,Positive,96.0,24.0,TaiChi,48.0,NA,NaN,NA,NaN,Nointervention,48.0,68.9,50.0,Older,CognitivelyNormal,24.14,NaN,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,2.0,60.0,120.0,UnclearNoData,NA,10.2147/CIA.S32600
Oken2006,Y,Intervention,AerobicTraining,Activity,Stroop,NA,NA,Null,135.0,24.0,Yoga,44.0,Walking,47.0,NA,NaN,Waitlist,44.0,73.6,75.66,Older,CognitivelyNormal,27.5,68.7,NA,NA,NA,NaN,NaN,70%HrMax,Moderate,Moderate,HrMonitorSupervised,1.0,60.0,60.0,UnclearNoData,"Intervention was focused on the yoga, the walking group did 1x week and then on own and perceived exertion.",PMC1457100
Oken2006,Y,Intervention,AerobicTraining,Activity,ListLearning,Delayed,NA,Null,135.0,24.0,Yoga,44.0,Walking,47.0,NA,NaN,Waitlist,44.0,73.6,75.66,Older,CognitivelyNormal,27.5,68.7,NA,NA,NA,NaN,NaN,70%HrMax,Moderate,Moderate,HrMonitorSupervised,1.0,60.0,60.0,UnclearNoData,"Intervention was focused on the yoga, the walking group did 1x week and then on own and perceived exertion.",PMC1457100
Colcombe2004,Y,Intervention,AerobicTraining,Activity,Flanker,NA,NA,Positive,29.0,24.0,Aerobic,15.0,NA,NaN,NA,NaN,Stretch,14.0,65.6,62.06,Older,CognitivelyNormal,NaN,NaN,TreadmillModifiedBalke,Max,V02Max,10.20%,0.102,60-70%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,3.0,40.0,120.0,Yes,NA,10.1073/pnas.0400266101
