StudyName,Include,Design,IndependentVariable,IndependentType,DependentVariable,DependentType,DependentSubType,LinkType,TotalSampleSize,InterventionDuration,ExperimentalGroup,ExperimentalGroupN,ExperimentalGroup2,ExperimentalGroup2N,ExperimentalGroup3,ExperimentalGroup3N,ControlGroup,ControlGroupN,MeanAge,PercFemale,AgeGroup,CognitiveStatus,BMIBaseline,SessionAdherence,TestType,TestTypeSub,FitnessMeasure,ChangeinFM,ChangeinFMStandardized,InterventionIntensity,ConversionToNorton2010,ConversionToGarber2011,IntensityAdherence,SessionsPerWeek,DurationInMinutes,WeeklyMinutes,TrueInterventionToincreaseFitness?,Notes
Ruscheweyh2011,Y,Intervention,AerobicTraining,Activity,BDNF,,,Null,62,24,Aerobic,20,Stretching,21,,,Nointervention,21,60.2,69.35,Older,CognitivelyNormal,28.5,94,CyclingMaxTest,Estimate,ErgometerStressTest,NA,NA,50-60%MaxExertion,Moderate,Moderate,Supervised-Pulse,3,50,150,Yes,"50-72 age range - ""nordic walking - using handpoles and 50-60% of maximal exertion"".. Did both 1st trial and delayed recall, lumpd together into one score? Assuming delayed…dopamine, epeinephrine, BDNF, strucutral imaging. Did lactate step test to determine lactate threshold, increased walking speed until over 2mmol/l. Nordic walking 7 on MET. Adherence had to be > than 80%. 141 minutes / 150 minutes for 3 sessions = 94%. Didnt do a post ergometerstresstest. Also reported their estimate in max wattage. used digitspan for screening as part of neuropsych battery"
Ruscheweyh2011,Y,Intervention,AerobicTraining,Activity,Dopamine,,,Positive,62,24,Aerobic,20,Stretching,21,,,Nointervention,21,60.2,69.35,Older,CognitivelyNormal,28.5,94,CyclingMaxTest,Estimate,ErgometerStressTest,NA,NA,50-60%MaxExertion,Moderate,Moderate,Supervised-Pulse,3,50,150,Yes,"50-72 age range - ""nordic walking - using handpoles and 50-60% of maximal exertion"".. Did both 1st trial and delayed recall, lumpd together into one score? Assuming delayed…dopamine, epeinephrine, BDNF, strucutral imaging. Did lactate step test to determine lactate threshold, increased walking speed until over 2mmol/l. Nordic walking 7 on MET. Adherence had to be > than 80%. 141 minutes / 150 minutes for 3 sessions = 94%. Didnt do a post ergometerstresstest. Also reported their estimate in max wattage. used digitspan for screening as part of neuropsych battery"
Suzuki2013,Y,Intervention,MulticomponentTraining,Activity,LogicalMemory,Immediate,WMS-III,Null,92,24,Multicomponent,47,,,,,Educational,45,75.4,49,Older,MCI,NA,85.9,Age,Calculated,NA,NA,NA,60%HrMax,Moderate,Light,Supervised-Pulse,1.54,90,138.6,UnclearNoData,"Subgroup analysis of amnesia MCI that they found results in, but not for the larger sample… include?  Unclear if it sthe same 50 people from suzuki 2012 but seems to be. 1543 patients eligible in both...T-cho (total cholesterol), HbA1c (hemoglobin), BDNF, VEGF receptor 1, MTA-ERC - medial temporal lobe including entorhinal cortex. Likely used age predicted heart rate max, but doesn't seem to be reported how they calculate dintensity. 80 sessions over 12 months, 2 days per week"
Suzuki2013,Y,Intervention,MulticomponentTraining,Activity,LogicalMemory,Delayed,WMS-III,Null,92,24,Multicomponent,47,,,,,Educational,45,75.4,49,Older,MCI,NA,85.9,Age,Calculated,NA,NA,NA,60%HrMax,Moderate,Light,Supervised-Pulse,1.54,90,138.6,UnclearNoData,"Subgroup analysis of amnesia MCI that they found results in, but not for the larger sample… include?  Unclear if it sthe same 50 people from suzuki 2012 but seems to be. 1543 patients eligible in both...T-cho (total cholesterol), HbA1c (hemoglobin), BDNF, VEGF receptor 1, MTA-ERC - medial temporal lobe including entorhinal cortex. Likely used age predicted heart rate max, but doesn't seem to be reported how they calculate dintensity."
Suzuki2013,Y,Intervention,MulticomponentTraining,Activity,Medialtemporallobe,Volume,,Null,92,24,Multicomponent,47,,,,,Educational,45,75.4,49,Older,MCI,NA,85.9,Age,Calculated,NA,NA,NA,60%HrMax,Moderate,Light,Supervised-Pulse,1.54,90,138.6,UnclearNoData,"Subgroup analysis of amnesia MCI that they found results in, but not for the larger sample… include?  Unclear if it sthe same 50 people from suzuki 2012 but seems to be. 1543 patients eligible in both...T-cho (total cholesterol), HbA1c (hemoglobin), BDNF, VEGF receptor 1, MTA-ERC - medial temporal lobe including entorhinal cortex. Likely used age predicted heart rate max, but doesn't seem to be reported how they calculate dintensity."
Suzuki2013,Y,Intervention,MulticomponentTraining,Activity,EntorhinalCortex,Volume,,Null,92,24,Multicomponent,47,,,,,Educational,45,75.4,49,Older,MCI,NA,85.9,Age,Calculated,NA,NA,NA,60%HrMax,Moderate,Light,Supervised-Pulse,1.54,90,138.6,UnclearNoData,"Subgroup analysis of amnesia MCI that they found results in, but not for the larger sample… include?  Unclear if it sthe same 50 people from suzuki 2012 but seems to be. 1543 patients eligible in both...T-cho (total cholesterol), HbA1c (hemoglobin), BDNF, VEGF receptor 1, MTA-ERC - medial temporal lobe including entorhinal cortex. Likely used age predicted heart rate max, but doesn't seem to be reported how they calculate dintensity."
Suzuki2013,Y,Intervention,MulticomponentTraining,Activity,GrayMatter,Volume,,Null,92,24,Multicomponent,47,,,,,Educational,45,75.4,49,Older,MCI,NA,85.9,Age,Calculated,NA,NA,NA,60%HrMax,Moderate,Light,Supervised-Pulse,1.54,90,138.6,UnclearNoData,"Subgroup analysis of amnesia MCI that they found results in, but not for the larger sample… include?  Unclear if it sthe same 50 people from suzuki 2012 but seems to be. 1543 patients eligible in both...T-cho (total cholesterol), HbA1c (hemoglobin), BDNF, VEGF receptor 1, MTA-ERC - medial temporal lobe including entorhinal cortex. Likely used age predicted heart rate max, but doesn't seem to be reported how they calculate dintensity."
Suzuki2013,Y,Intervention,BDNF,Biomarker,LogicalMemory,Immediate,WMS-III,Null,92,24,Multicomponent,47,,,,,Educational,45,75.4,49,Older,MCI,NA,85.9,Age,Calculated,NA,NA,NA,60%HrMax,Moderate,Light,Supervised-Pulse,1.54,90,138.6,UnclearNoData,"Subgroup analysis of amnesia MCI that they found results in, but not for the larger sample… include?  Unclear if it sthe same 50 people from suzuki 2012 but seems to be. 1543 patients eligible in both...T-cho (total cholesterol), HbA1c (hemoglobin), BDNF, VEGF receptor 1, MTA-ERC - medial temporal lobe including entorhinal cortex. Likely used age predicted heart rate max, but doesn't seem to be reported how they calculate dintensity."
Suzuki2013,Y,Intervention,BDNF,Biomarker,LogicalMemory,Delayed,WMS-III,Null,92,24,Multicomponent,47,,,,,Educational,45,75.4,49,Older,MCI,NA,85.9,Age,Calculated,NA,NA,NA,60%HrMax,Moderate,Light,Supervised-Pulse,1.54,90,138.6,UnclearNoData,"Subgroup analysis of amnesia MCI that they found results in, but not for the larger sample… include?  Unclear if it sthe same 50 people from suzuki 2012 but seems to be. 1543 patients eligible in both...T-cho (total cholesterol), HbA1c (hemoglobin), BDNF, VEGF receptor 1, MTA-ERC - medial temporal lobe including entorhinal cortex. Likely used age predicted heart rate max, but doesn't seem to be reported how they calculate dintensity."
Suzuki2013,Y,Intervention,VEGFR1,Biomarker,LogicalMemory,Immediate,WMS-III,Null,92,24,Multicomponent,47,,,,,Educational,45,75.4,49,Older,MCI,NA,85.9,Age,Calculated,NA,NA,NA,60%HrMax,Moderate,Light,Supervised-Pulse,1.54,90,138.6,UnclearNoData,"Subgroup analysis of amnesia MCI that they found results in, but not for the larger sample… include?  Unclear if it sthe same 50 people from suzuki 2012 but seems to be. 1543 patients eligible in both...T-cho (total cholesterol), HbA1c (hemoglobin), BDNF, VEGF receptor 1, MTA-ERC - medial temporal lobe including entorhinal cortex. Likely used age predicted heart rate max, but doesn't seem to be reported how they calculate dintensity."
Suzuki2013,Y,Intervention,VEGFR1,Biomarker,LogicalMemory,Delayed,WMS-III,Null,92,24,Multicomponent,47,,,,,Educational,45,75.4,49,Older,MCI,NA,85.9,Age,Calculated,NA,NA,NA,60%HrMax,Moderate,Light,Supervised-Pulse,1.54,90,138.6,UnclearNoData,"Subgroup analysis of amnesia MCI that they found results in, but not for the larger sample… include?  Unclear if it sthe same 50 people from suzuki 2012 but seems to be. 1543 patients eligible in both...T-cho (total cholesterol), HbA1c (hemoglobin), BDNF, VEGF receptor 1, MTA-ERC - medial temporal lobe including entorhinal cortex. Likely used age predicted heart rate max, but doesn't seem to be reported how they calculate dintensity."
Ferreira2015,Y,Intervention,AerobicTraining,Activity,LogicalMemory,Immediate,,Null,68,24,Aerobic,22,Breathing,24,,,Social,22,66.2,68.18,Older,CognitivelyNormal,NA,NA,NA,NA,NA,NA,NA,60-80%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,3,50,150,Yes,"Rate rate max = 220-age, heart rate reserve = hrmax - hrrest, Heart rate reserve calculation = Intensity = % of target intensity (HRmax - HRrest) + HRrest"
Ferreira2015,Y,Intervention,AerobicTraining,Activity,LogicalMemory,Delayed,,Null,68,24,Aerobic,22,Breathing,24,,,Social,22,66.2,68.18,Older,CognitivelyNormal,NA,NA,NA,NA,NA,NA,NA,60-80%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,3,50,150,Yes,"Rate rate max = 220-age, heart rate reserve = hrmax - hrrest, Heart rate reserve calculation = Intensity = % of target intensity (HRmax - HRrest) + HRrest"
Ferreira2015,Y,Intervention,AerobicTraining,Activity,DigitSpan,forward,,Null,68,24,Aerobic,22,Breathing,24,,,Social,22,66.2,68.18,Older,CognitivelyNormal,NA,NA,NA,NA,NA,NA,NA,60-80%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,3,50,150,Yes,"Rate rate max = 220-age, heart rate reserve = hrmax - hrrest, Heart rate reserve calculation = Intensity = % of target intensity (HRmax - HRrest) + HRrest"
Ferreira2015,Y,Intervention,AerobicTraining,Activity,DigitSpan,backward,,Positive,68,24,Aerobic,22,Breathing,24,,,Social,22,66.2,68.18,Older,CognitivelyNormal,NA,NA,NA,NA,NA,NA,NA,60-80%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,3,50,150,Yes,"Rate rate max = 220-age, heart rate reserve = hrmax - hrrest, Heart rate reserve calculation = Intensity = % of target intensity (HRmax - HRrest) + HRrest"
Nguyen2012,Y,Intervention,TaiChi,Activity,TrailMaking,A,,Positive,96,24,TaiChi,48,,,,,Nointervention,48,68.9,50,Older,CognitivelyNormal,24.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,60,120,UnclearNoData,
Nguyen2012,Y,Intervention,TaiChi,Activity,TrailMaking,B,,Positive,96,24,TaiChi,48,,,,,Nointervention,48,68.9,50,Older,CognitivelyNormal,24.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,60,120,UnclearNoData,
Oken2006,Y,Intervention,AerobicTraining,Activity,Stroop,,,Null,135,24,Yoga,44,Walking,47,,,Waitlist,44,73.6,75.66,Older,CognitivelyNormal,27.5,68.7,NA,NA,NA,NA,NA,70%HrMax,Moderate,Moderate,HrMonitorSupervised,1,60,60,UnclearNoData,"Intervention was focused on the yoga, the walking group did 1x week and then on own and perceived exertion."
Oken2006,Y,Intervention,AerobicTraining,Activity,ListLearning,Delayed,,Null,135,24,Yoga,44,Walking,47,,,Waitlist,44,73.6,75.66,Older,CognitivelyNormal,27.5,68.7,NA,NA,NA,NA,NA,70%HrMax,Moderate,Moderate,HrMonitorSupervised,1,60,60,UnclearNoData,"Intervention was focused on the yoga, the walking group did 1x week and then on own and perceived exertion."
Colcombe2004,Y,Intervention,AerobicTraining,Activity,Flanker,,,Positive,29,24,Aerobic,15,,,,,Stretch,14,65.6,62.06,Older,CognitivelyNormal,NA,NA,TreadmillModifiedBalke,Max,V02Max,10.20%,0.10200,60-70%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,3,40,120,Yes,
Hsu2017,Y,Intervention,AerobicTraining,Activity,Flanker,,,Positive,21,24,Aerobic,10,,,,,Nointervention,11,71.5,61.9,Older,MCI,25.6,68,NA,NA,6minWalk,NA,NA,60-70%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,3,60,180,UnclearNoData,Vascular cognitive impairment
Nagamatsu2013,Y,Intervention,AerobicTraining,Activity,RAVLT,Immediate,,Null,77,26,Aerobic,24,Resistance,25,,,Stretch,25,74.9,100,Older,CognitivelyNormal,25.6,60,NA,NA,6minWalk,NA,NA,70-80%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,2,60,120,UnclearNoData,"low exercise class compliance - 57% - showed improvemment in loss after interference - 159.2cm height, 64.8kg weight - calculated BMI…Age specific target heart rate, heart rate reserve. Same population as nagamatsu2012"
Nagamatsu2013,Y,Intervention,AerobicTraining,Activity,RAVLT,Delayed,,Null,77,26,Aerobic,24,Resistance,25,,,Stretch,25,74.9,100,Older,CognitivelyNormal,25.6,60,NA,NA,6minWalk,NA,NA,70-80%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,2,60,120,UnclearNoData,"low exercise class compliance - 57% - showed improvemment in loss after interference - 159.2cm height, 64.8kg weight - calculated BMI…Age specific target heart rate, heart rate reserve. Same population as nagamatsu2012"
Nagamatsu2013,Y,Intervention,AerobicTraining,Activity,Stroop,,,Positive,77,26,Aerobic,24,Resistance,25,,,Stretch,25,74.9,100,Older,CognitivelyNormal,25.6,60,NA,NA,6minWalk,NA,NA,70-80%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,2,60,120,UnclearNoData,"low exercise class compliance - 57% - showed improvemment in loss after interference - 159.2cm height, 64.8kg weight - calculated BMI…Age specific target heart rate, heart rate reserve. Same population as nagamatsu2012"
Nagamatsu2013,Y,Intervention,AerobicTraining,Activity,TrailMaking,B,AdjustedFromTrailA,Positive,77,26,Aerobic,24,Resistance,25,,,Stretch,25,74.9,100,Older,CognitivelyNormal,25.6,60,NA,NA,6minWalk,NA,NA,70-80%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,2,60,120,UnclearNoData,"low exercise class compliance - 57% - showed improvemment in loss after interference - 159.2cm height, 64.8kg weight - calculated BMI…Age specific target heart rate, heart rate reserve. Same population as nagamatsu2012"
Nagamatsu2013,Y,Intervention,AerobicTraining,Activity,DigitSpan,Combined,,Null,77,26,Aerobic,24,Resistance,25,,,Stretch,25,74.9,100,Older,CognitivelyNormal,25.6,60,NA,NA,6minWalk,NA,NA,70-80%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,2,60,120,UnclearNoData,"low exercise class compliance - 57% - showed improvemment in loss after interference - 159.2cm height, 64.8kg weight - calculated BMI…Age specific target heart rate, heart rate reserve. Same population as nagamatsu2012"
Oken2004,Y,Intervention,AerobicTraining,Activity,LogicalMemory,Immediate,WMS-III,Null,57,26,Yoga,22,Aerobic,15,,,Waitlist,20,48.8,92.98,Middle,MultipleSclerosis,NA,68,NA,NA,NA,NA,NA,PerceivedExertion-VeryLighttoModerate,Light-Moderate,VeryLight-Moderate,Self-report,NA,NA,NA,No,"MultipleSclerosis - 1x week yoga or aerobic (stationary bike), or at home if missed (50ish% adherence when missed class), approximately 3 days per week but differing # of minutes."
Oken2004,Y,Intervention,AerobicTraining,Activity,LogicalMemory,Delayed,WMS-III,Null,57,26,Yoga,22,Aerobic,15,,,Waitlist,20,48.48,92.98,Middle,MultipleSclerosis,NA,68,NA,NA,NA,NA,NA,PerceivedExertion-VeryLighttoModerate,Light-Moderate,VeryLight-Moderate,Self-report,NA,NA,NA,No,"MultipleSclerosis - 1x week yoga or aerobic (stationary bike), or at home if missed (50ish% adherence when missed class), approximately 3 days per week but differing # of minutes."
Oken2004,Y,Intervention,AerobicTraining,Activity,Stroop,,,Null,57,26,Yoga,22,Aerobic,15,,,Waitlist,20,48.48,92.98,Middle,MultipleSclerosis,NA,68,NA,NA,NA,NA,NA,PerceivedExertion-VeryLighttoModerate,Light-Moderate,VeryLight-Moderate,Self-report,NA,NA,NA,No,"MultipleSclerosis - 1x week yoga or aerobic (stationary bike), or at home if missed (50ish% adherence when missed class), approximately 3 days per week but differing # of minutes."
Taylor-Piliae2010,Y,Intervention,MulticomponentTraining,Activity,VerbalFluency,Category,Animal,Null,115,26,TaiChi,37,Multicomponent,39,,,Educational,56,69,70,Older,CognitivelyNormal,NA,68,TreadmillModifiedBalke,Estimate,SubMaxPerceivedExertion,NA,NA,PerceivedExertion-Moderate,Moderate,Moderate,Self-report,4,45,180,Yes,"6 months of control group/multicomponent/tai chi being compred, seocond 6 month just looked at differences between Tai chi and multicomopnent - ""no more than moderate intensity"" - balke type protocol, METs - submax test approaching 85% age predicted MAX, 68% adherence during adoption phase. Used RPE, systolic blood pressure, heart rate to infer changes in CRF."
Taylor-Piliae2010,Y,Intervention,TaiChi,Activity,VerbalFluency,Category,Animal,Null,115,26,TaiChi,37,Multicomponent,39,,,Educational,56,69,70,Older,CognitivelyNormal,NA,68,TreadmillModifiedBalke,Estimate,SubMaxPerceivedExertion,NA,NA,PerceivedExertion-Moderate,Moderate,Moderate,Self-report,4,45,180,Yes,"6 months of control group/multicomponent/tai chi being compred, seocond 6 month just looked at differences between Tai chi and multicomopnent - ""no more than moderate intensity"" - balke type protocol, METs - submax test approaching 85% age predicted MAX, 68% adherence during adoption phase"
Taylor-Piliae2010,Y,Intervention,MulticomponentTraining,Activity,DigitSpan,forward,,Null,115,26,TaiChi,37,Multicomponent,39,,,Educational,56,69,70,Older,CognitivelyNormal,NA,68,TreadmillModifiedBalke,Estimate,SubMaxPerceivedExertion,NA,NA,PerceivedExertion-Moderate,Moderate,Moderate,Self-report,4,45,180,Yes,"6 months of control group/multicomponent/tai chi being compred, seocond 6 month just looked at differences between Tai chi and multicomopnent - ""no more than moderate intensity"" - balke type protocol, METs - submax test approaching 85% age predicted MAX, 68% adherence during adoption phase. Used RPE, systolic blood pressure, heart rate to infer changes in CRF."
Taylor-Piliae2010,Y,Intervention,MulticomponentTraining,Activity,DigitSpan,backward,,Null,115,26,TaiChi,37,Multicomponent,39,,,Educational,56,69,70,Older,CognitivelyNormal,NA,68,TreadmillModifiedBalke,Estimate,SubMaxPerceivedExertion,NA,NA,PerceivedExertion-Moderate,Moderate,Moderate,Self-report,4,45,180,Yes,"6 months of control group/multicomponent/tai chi being compred, seocond 6 month just looked at differences between Tai chi and multicomopnent - ""no more than moderate intensity"" - balke type protocol, METs - submax test approaching 85% age predicted MAX, 68% adherence during adoption phase. Used RPE, systolic blood pressure, heart rate to infer changes in CRF."
Taylor-Piliae2010,Y,Intervention,TaiChi,Activity,DigitSpan,forward,,Null,115,26,TaiChi,37,Multicomponent,39,,,Educational,56,69,70,Older,CognitivelyNormal,NA,68,TreadmillModifiedBalke,Estimate,SubMaxPerceivedExertion,NA,NA,PerceivedExertion-Moderate,Moderate,Moderate,Self-report,4,45,180,Yes,"6 months of control group/multicomponent/tai chi being compred, seocond 6 month just looked at differences between Tai chi and multicomopnent - ""no more than moderate intensity"" - balke type protocol, METs - submax test approaching 85% age predicted MAX, 68% adherence during adoption phase"
Taylor-Piliae2010,Y,Intervention,TaiChi,Activity,DigitSpan,backward,,Positive,115,26,TaiChi,37,Multicomponent,39,,,Educational,56,69,70,Older,CognitivelyNormal,NA,68,TreadmillModifiedBalke,Estimate,SubMaxPerceivedExertion,NA,NA,PerceivedExertion-Moderate,Moderate,Moderate,Self-report,4,45,180,Yes,"6 months of control group/multicomponent/tai chi being compred, seocond 6 month just looked at differences between Tai chi and multicomopnent - ""no more than moderate intensity"" - balke type protocol, METs - submax test approaching 85% age predicted MAX, 68% adherence during adoption phase"
tenBrinke2015,Y,Intervention,AerobicTraining,Activity,Hippocampus,Volume,,Positive,29,26,Aerobic,10,Resistance,8,,,Stretch,11,76.07,100,Older,MCI,24.5,60,NA,NA,NA,NA,NA,70-80%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,2,60,120,Yes,"Same group as nagamatsu 2013 - subgroup did MRI - loss of RAVLT performance for left hippocampus during the list after interference. - both left and right hippocampal volume were significant in AT (not a within group difference - lack of atrophy vs increase in size). Outdoor walking for AT, age predicted heart rate reserve, 13-15 on RPE. Height  158.76 cm Weight 61.74 kg calculated bmi"
tenBrinke2015,Y,Intervention,Hippocampus,Volume,RAVLT,Immediate,,Null,29,26,Aerobic,10,Resistance,8,,,Stretch,11,76.07,100,Older,MCI,24.5,60,NA,NA,NA,NA,NA,70-80%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,2,60,120,Yes,"Same group as nagamatsu 2013 - subgroup did MRI - loss of RAVLT performance for left hippocampus during the list after interference. - both left and right hippocampal volume were significant in AT (not a within group difference - lack of atrophy vs increase in size). Outdoor walking for AT, age predicted heart rate reserve, 13-15 on RPE"
tenBrinke2015,Y,Intervention,Hippocampus,Volume,RAVLT,Delayed,,Null,29,26,Aerobic,10,Resistance,8,,,Stretch,11,76.07,100,Older,MCI,24.5,60,NA,NA,NA,NA,NA,70-80%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,2,60,120,Yes,"Same group as nagamatsu 2013 - subgroup did MRI - loss of RAVLT performance for left hippocampus during the list after interference. - both left and right hippocampal volume were significant in AT (not a within group difference - lack of atrophy vs increase in size). Outdoor walking for AT, age predicted heart rate reserve, 13-15 on RPE"
tenBrinke2015,Y,Intervention,Hippocampus,Volume,RAVLT,Recognition,,Null,29,26,Aerobic,10,Resistance,8,,,Stretch,11,76.07,100,Older,MCI,24.5,60,NA,NA,NA,NA,NA,70-80%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,2,60,120,Yes,"Same group as nagamatsu 2013 - subgroup did MRI - loss of RAVLT performance for left hippocampus during the list after interference. - both left and right hippocampal volume were significant in AT (not a within group difference - lack of atrophy vs increase in size). Outdoor walking for AT, age predicted heart rate reserve, 13-15 on RPE"
LiuAmbrose2016,Y,Intervention,AerobicTraining,Activity,TrailMaking,B,AdjustedFromTrailA,Null,70,26,Aerobic,35,,,,,Educational,35,74,51,Older,MCI,25.26,68,Age,Calculated,6minWalk,NA,NA,60-70%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,3,60,180,Yes,
LiuAmbrose2016,Y,Intervention,AerobicTraining,Activity,DigitSpan,Combined,,Null,70,26,Aerobic,35,,,,,Educational,35,74,51,Older,MCI,25.26,68,Age,Calculated,6minWalk,NA,NA,60-70%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,3,60,180,Yes,
LiuAmbrose2016,Y,Intervention,AerobicTraining,Activity,Stroop,,,Null,70,26,Aerobic,35,,,,,Educational,35,74,51,Older,MCI,25.26,68,Age,Calculated,6minWalk,NA,NA,60-70%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,3,60,180,Yes,
Mortimer2012,Y,Intervention,TaiChi,Activity,ComplexFigure,Configural,Rey-Osterrieth ,Null,120,40,TaiChi,30,Walking,30,Stretching,30,Nointervention,30,67.3,66.6,Older,CognitivelyNormal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,50,150,No,Intensity of Tai chi? Classify as aerobic?  Also walking group… total brain volume? Fast walkers showed greater improvement than slow walkers
Mortimer2012,Y,Intervention,TaiChi,Activity,AVLT,Immediate,Chinese,Null,120,40,TaiChi,30,Walking,30,Stretching,30,Nointervention,30,67.3,66.6,Older,CognitivelyNormal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,50,150,No,Intensity of Tai chi? Classify as aerobic?  Also walking group… total brain volume? Fast walkers showed greater improvement than slow walkers
Mortimer2012,Y,Intervention,TaiChi,Activity,AVLT,Delayed,Chinese,Positive,120,40,TaiChi,30,Walking,30,Stretching,30,Nointervention,30,67.3,66.6,Older,CognitivelyNormal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,50,150,No,Intensity of Tai chi? Classify as aerobic?  Also walking group… total brain volume? Fast walkers showed greater improvement than slow walkers
Mortimer2012,Y,Intervention,TaiChi,Activity,AVLT,Recognition,Chinese,Positive,120,40,TaiChi,30,Walking,30,Stretching,30,Nointervention,30,67.3,66.6,Older,CognitivelyNormal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,50,150,No,Intensity of Tai chi? Classify as aerobic?  Also walking group… total brain volume? Fast walkers showed greater improvement than slow walkers
Mortimer2012,Y,Intervention,TaiChi,Activity,VerbalFluency,Category,Animal,Positive,120,40,TaiChi,30,Walking,30,Stretching,30,Nointervention,30,67.3,66.6,Older,CognitivelyNormal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,50,150,No,Intensity of Tai chi? Classify as aerobic?  Also walking group… total brain volume? Fast walkers showed greater improvement than slow walkers
Mortimer2012,Y,Intervention,AerobicTraining,Activity,ComplexFigure,Configural,Rey-Osterrieth ,Null,120,40,TaiChi,30,Walking,30,Stretching,30,Nointervention,30,67.3,66.6,Older,CognitivelyNormal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,50,150,No,Intensity of Tai chi? Classify as aerobic?  Also walking group… total brain volume? Fast walkers showed greater improvement than slow walkers
Mortimer2012,Y,Intervention,AerobicTraining,Activity,AVLT,Immediate,Chinese,Null,120,40,TaiChi,30,Walking,30,Stretching,30,Nointervention,30,67.3,66.6,Older,CognitivelyNormal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,50,150,No,Intensity of Tai chi? Classify as aerobic?  Also walking group… total brain volume? Fast walkers showed greater improvement than slow walkers
Mortimer2012,Y,Intervention,AerobicTraining,Activity,AVLT,Delayed,Chinese,Null,120,40,TaiChi,30,Walking,30,Stretching,30,Nointervention,30,67.3,66.6,Older,CognitivelyNormal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,50,150,No,Intensity of Tai chi? Classify as aerobic?  Also walking group… total brain volume? Fast walkers showed greater improvement than slow walkers
Mortimer2012,Y,Intervention,AerobicTraining,Activity,AVLT,Recognition,Chinese,Null,120,40,TaiChi,30,Walking,30,Stretching,30,Nointervention,30,67.3,66.6,Older,CognitivelyNormal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,50,150,No,Intensity of Tai chi? Classify as aerobic?  Also walking group… total brain volume? Fast walkers showed greater improvement than slow walkers
Mortimer2012,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Category,Animal,Null,120,40,TaiChi,30,Walking,30,Stretching,30,Nointervention,30,67.3,66.6,Older,CognitivelyNormal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,50,150,No,Intensity of Tai chi? Classify as aerobic?  Also walking group… total brain volume? Fast walkers showed greater improvement than slow walkers
Mortimer2012,Y,Intervention,AerobicTraining,Activity,Totalbrainvolume,Volume,,Null,120,40,TaiChi,30,Walking,30,Stretching,30,Nointervention,30,67.3,66.6,Older,CognitivelyNormal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,50,150,No,Intensity of Tai chi? Classify as aerobic?  Also walking group… total brain volume? Fast walkers showed greater improvement than slow walkers
Mortimer2012,Y,Intervention,TaiChi,Activity,Totalbrainvolume,Volume,,Positive,120,40,TaiChi,30,Walking,30,Stretching,30,Nointervention,30,67.3,66.6,Older,CognitivelyNormal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,50,150,No,Intensity of Tai chi? Classify as aerobic?  Also walking group… total brain volume? Fast walkers showed greater improvement than slow walkers
Mortimer2012,Y,Intervention,AerobicTraining,Activity,DigitSpan,forward,,Null,120,40,TaiChi,30,Walking,30,Stretching,30,Nointervention,30,67.3,66.6,Older,CognitivelyNormal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,50,150,No,Intensity of Tai chi? Classify as aerobic?  Also walking group… total brain volume? Fast walkers showed greater improvement than slow walkers
Mortimer2012,Y,Intervention,AerobicTraining,Activity,DigitSpan,backward,,Null,120,40,TaiChi,30,Walking,30,Stretching,30,Nointervention,30,67.3,66.6,Older,CognitivelyNormal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,50,150,No,Intensity of Tai chi? Classify as aerobic?  Also walking group… total brain volume? Fast walkers showed greater improvement than slow walkers
